Value,Category,Acreage,Year,FIPS
131,Barren,279.1,2013,16025
141,Deciduous Forest,0.4,2013,16025
142,Evergreen Forest,169406.7,2013,16025
143,Mixed Forest,0.4,2013,16025
152,Shrubland,269101.3,2013,16025
176,Grass/Pasture,169413.3,2013,16025
190,Woody Wetlands,3301,2013,16025
195,Herbaceous Wetlands,1059.3,2013,16025
205,Triticale,5.3,2013,16025
1,Corn,45396.3,2013,16027
4,Sorghum,51.6,2013,16027
12,Sweet Corn,3077.3,2013,16027
13,Pop or Orn Corn,72.1,2013,16027
14,Mint,8.2,2013,16027
21,Barley,1043.7,2013,16027
23,Spring Wheat,3027.2,2013,16027
24,Winter Wheat,35195.7,2013,16027
27,Rye,7.1,2013,16027
28,Oats,348.9,2013,16027
35,Mustard,0.4,2013,16027
36,Alfalfa,45326,2013,16027
37,Other Hay/Non Alfalfa,2135.7,2013,16027
38,Camelina,47.4,2013,16027
41,Sugarbeets,9270.1,2013,16027
42,Dry Beans,10315.8,2013,16027
43,Potatoes,4782.2,2013,16027
44,Other Crops,629.8,2013,16027
47,Misc Vegs & Fruits,3.3,2013,16027
49,Onions,11099.7,2013,16027
53,Peas,2483.7,2013,16027
56,Hops,1661.3,2013,16027
57,Herbs,8426.1,2013,16027
58,Clover/Wildflowers,77.4,2013,16027
59,Sod/Grass Seed,124.8,2013,16027
61,Fallow/Idle Cropland,13698.8,2013,16027
66,Cherries,470.8,2013,16027
67,Peaches,727.9,2013,16027
68,Apples,1710.9,2013,16027
69,Grapes,195.5,2013,16027
71,Other Tree Crops,1.8,2013,16027
77,Pears,23.4,2013,16027
111,Open Water,13188.9,2013,16027
112,Perennial Ice/Snow,0.2,2013,16027
121,Developed/Open Space,32424,2013,16027
122,Developed/Low Intensity,13466.2,2013,16027
123,Developed/Medium Intensity,1793.2,2013,16027
124,Developed/High Intensity,119.4,2013,16027
131,Barren,31.1,2013,16027
142,Evergreen Forest,106.5,2013,16027
152,Shrubland,9977.1,2013,16027
176,Grass/Pasture,107854.1,2013,16027
190,Woody Wetlands,655,2013,16027
195,Herbaceous Wetlands,2271.1,2013,16027
205,Triticale,548.9,2013,16027
206,Carrots,367.6,2013,16027
216,Peppers,26,2013,16027
218,Nectarines,29.6,2013,16027
219,Greens,19.8,2013,16027
220,Plums,66.9,2013,16027
223,Apricots,27.6,2013,16027
225,Dbl Crop WinWht/Corn,258.4,2013,16027
227,Lettuce,142.1,2013,16027
229,Pumpkins,39.8,2013,16027
243,Cabbage,7.6,2013,16027
246,Radishes,555.3,2013,16027
247,Turnips,851.5,2013,16027
1,Corn,436.8,2013,16029
21,Barley,64414.2,2013,16029
22,Durum Wheat,0.2,2013,16029
23,Spring Wheat,21074.1,2013,16029
24,Winter Wheat,17852.3,2013,16029
28,Oats,1967.1,2013,16029
31,Canola,2,2013,16029
32,Flaxseed,0.7,2013,16029
33,Safflower,231.7,2013,16029
35,Mustard,62,2013,16029
36,Alfalfa,33232.7,2013,16029
37,Other Hay/Non Alfalfa,8099.8,2013,16029
38,Camelina,26.9,2013,16029
42,Dry Beans,0.4,2013,16029
43,Potatoes,7490.9,2013,16029
53,Peas,509.3,2013,16029
59,Sod/Grass Seed,56,2013,16029
61,Fallow/Idle Cropland,15668.4,2013,16029
111,Open Water,15625.7,2013,16029
121,Developed/Open Space,13954.4,2013,16029
122,Developed/Low Intensity,2132.8,2013,16029
123,Developed/Medium Intensity,662.5,2013,16029
124,Developed/High Intensity,89.8,2013,16029
131,Barren,55.8,2013,16029
141,Deciduous Forest,44890.6,2013,16029
142,Evergreen Forest,299230.4,2013,16029
143,Mixed Forest,892.7,2013,16029
152,Shrubland,502986.6,2013,16029
176,Grass/Pasture,82469.9,2013,16029
190,Woody Wetlands,1997.1,2013,16029
195,Herbaceous Wetlands,14940.2,2013,16029
205,Triticale,10.7,2013,16029
1,Corn,26283.5,2013,16031
12,Sweet Corn,42.9,2013,16031
21,Barley,41589.8,2013,16031
22,Durum Wheat,174.6,2013,16031
23,Spring Wheat,15663,2013,16031
24,Winter Wheat,49478.4,2013,16031
27,Rye,0.7,2013,16031
28,Oats,1037,2013,16031
31,Canola,1.1,2013,16031
33,Safflower,461.5,2013,16031
36,Alfalfa,71970.2,2013,16031
37,Other Hay/Non Alfalfa,12252.8,2013,16031
41,Sugarbeets,35458.8,2013,16031
42,Dry Beans,8749.9,2013,16031
43,Potatoes,23160,2013,16031
44,Other Crops,4.9,2013,16031
49,Onions,47.8,2013,16031
53,Peas,127.2,2013,16031
59,Sod/Grass Seed,88.3,2013,16031
61,Fallow/Idle Cropland,56764.7,2013,16031
111,Open Water,9001.4,2013,16031
121,Developed/Open Space,31401.2,2013,16031
122,Developed/Low Intensity,5392.6,2013,16031
123,Developed/Medium Intensity,793.1,2013,16031
124,Developed/High Intensity,23.1,2013,16031
131,Barren,77.2,2013,16031
141,Deciduous Forest,4872.4,2013,16031
142,Evergreen Forest,75034.6,2013,16031
152,Shrubland,944195.8,2013,16031
176,Grass/Pasture,233815.3,2013,16031
190,Woody Wetlands,1366.2,2013,16031
195,Herbaceous Wetlands,49.1,2013,16031
205,Triticale,1982.4,2013,16031
206,Carrots,27.8,2013,16031
247,Turnips,0.2,2013,16031
1,Corn,1595.2,2013,16033
21,Barley,3552.5,2013,16033
23,Spring Wheat,8002.6,2013,16033
24,Winter Wheat,20.9,2013,16033
28,Oats,89.8,2013,16033
36,Alfalfa,27153.9,2013,16033
37,Other Hay/Non Alfalfa,1742.7,2013,16033
41,Sugarbeets,2,2013,16033
43,Potatoes,3976.6,2013,16033
53,Peas,10.9,2013,16033
59,Sod/Grass Seed,0.9,2013,16033
61,Fallow/Idle Cropland,3624.1,2013,16033
111,Open Water,325.8,2013,16033
121,Developed/Open Space,8504.1,2013,16033
122,Developed/Low Intensity,1539.9,2013,16033
123,Developed/Medium Intensity,701,2013,16033
124,Developed/High Intensity,5.1,2013,16033
131,Barren,3002.3,2013,16033
141,Deciduous Forest,163.7,2013,16033
142,Evergreen Forest,172565.6,2013,16033
143,Mixed Forest,6.4,2013,16033
152,Shrubland,673243.5,2013,16033
176,Grass/Pasture,206841.3,2013,16033
190,Woody Wetlands,339.6,2013,16033
195,Herbaceous Wetlands,12630.7,2013,16033
205,Triticale,0.2,2013,16033
216,Peppers,0.2,2013,16033
21,Barley,1325,2013,16035
23,Spring Wheat,4048,2013,16035
24,Winter Wheat,10080.3,2013,16035
28,Oats,37.8,2013,16035
29,Millet,0.9,2013,16035
31,Canola,484.4,2013,16035
32,Flaxseed,3.3,2013,16035
36,Alfalfa,624,2013,16035
37,Other Hay/Non Alfalfa,5486.3,2013,16035
42,Dry Beans,2234.8,2013,16035
44,Other Crops,11.8,2013,16035
52,Lentils,646.7,2013,16035
53,Peas,624.7,2013,16035
58,Clover/Wildflowers,33.1,2013,16035
59,Sod/Grass Seed,780.8,2013,16035
61,Fallow/Idle Cropland,841.5,2013,16035
111,Open Water,15136.6,2013,16035
112,Perennial Ice/Snow,3.1,2013,16035
121,Developed/Open Space,5120.6,2013,16035
122,Developed/Low Intensity,1673.1,2013,16035
123,Developed/Medium Intensity,333.6,2013,16035
124,Developed/High Intensity,24.5,2013,16035
131,Barren,891.6,2013,16035
141,Deciduous Forest,88.5,2013,16035
142,Evergreen Forest,1100896.2,2013,16035
143,Mixed Forest,138.8,2013,16035
152,Shrubland,420589.9,2013,16035
176,Grass/Pasture,19726.8,2013,16035
190,Woody Wetlands,307.3,2013,16035
195,Herbaceous Wetlands,120.5,2013,16035
205,Triticale,3.3,2013,16035
1,Corn,89.8,2013,16037
21,Barley,2687,2013,16037
23,Spring Wheat,1333,2013,16037
24,Winter Wheat,8.2,2013,16037
28,Oats,198.6,2013,16037
36,Alfalfa,15250,2013,16037
37,Other Hay/Non Alfalfa,3114.2,2013,16037
41,Sugarbeets,4.4,2013,16037
43,Potatoes,318.5,2013,16037
53,Peas,0.2,2013,16037
61,Fallow/Idle Cropland,2274.2,2013,16037
111,Open Water,4851.8,2013,16037
112,Perennial Ice/Snow,10942.9,2013,16037
121,Developed/Open Space,6635.4,2013,16037
122,Developed/Low Intensity,7396,2013,16037
123,Developed/Medium Intensity,3988.6,2013,16037
124,Developed/High Intensity,91.4,2013,16037
131,Barren,70323.4,2013,16037
141,Deciduous Forest,2.4,2013,16037
142,Evergreen Forest,1159408,2013,16037
143,Mixed Forest,19.8,2013,16037
152,Shrubland,1371080.1,2013,16037
176,Grass/Pasture,486837,2013,16037
190,Woody Wetlands,4127.6,2013,16037
195,Herbaceous Wetlands,8418.5,2013,16037
205,Triticale,6,2013,16037
1,Corn,16881.3,2013,16039
4,Sorghum,0.7,2013,16039
12,Sweet Corn,718.6,2013,16039
21,Barley,1041.3,2013,16039
23,Spring Wheat,4268.6,2013,16039
24,Winter Wheat,12553.7,2013,16039
27,Rye,4457.9,2013,16039
28,Oats,1106.9,2013,16039
31,Canola,1.3,2013,16039
33,Safflower,0.7,2013,16039
36,Alfalfa,32415.4,2013,16039
37,Other Hay/Non Alfalfa,1462.7,2013,16039
38,Camelina,423.4,2013,16039
41,Sugarbeets,5593.4,2013,16039
42,Dry Beans,1887.7,2013,16039
43,Potatoes,6012,2013,16039
44,Other Crops,232.6,2013,16039
49,Onions,20.2,2013,16039
53,Peas,15.1,2013,16039
56,Hops,0.2,2013,16039
57,Herbs,183.9,2013,16039
58,Clover/Wildflowers,9.3,2013,16039
59,Sod/Grass Seed,180.4,2013,16039
61,Fallow/Idle Cropland,10384.5,2013,16039
66,Cherries,0.4,2013,16039
68,Apples,0.2,2013,16039
69,Grapes,5.1,2013,16039
111,Open Water,10719.6,2013,16039
112,Perennial Ice/Snow,563.3,2013,16039
121,Developed/Open Space,17244.3,2013,16039
122,Developed/Low Intensity,6815.1,2013,16039
123,Developed/Medium Intensity,3575.2,2013,16039
124,Developed/High Intensity,781.7,2013,16039
131,Barren,2562.7,2013,16039
141,Deciduous Forest,45.8,2013,16039
142,Evergreen Forest,385808.5,2013,16039
143,Mixed Forest,0.2,2013,16039
152,Shrubland,715940,2013,16039
176,Grass/Pasture,738322.9,2013,16039
190,Woody Wetlands,1293.9,2013,16039
195,Herbaceous Wetlands,337.6,2013,16039
205,Triticale,450.8,2013,16039
206,Carrots,4.4,2013,16039
246,Radishes,1.3,2013,16039
247,Turnips,0.2,2013,16039
1,Corn,4414.3,2013,16041
4,Sorghum,0.2,2013,16041
21,Barley,6894.9,2013,16041
22,Durum Wheat,0.2,2013,16041
23,Spring Wheat,2027.6,2013,16041
24,Winter Wheat,15977.5,2013,16041
28,Oats,846.2,2013,16041
33,Safflower,5629,2013,16041
36,Alfalfa,45746.6,2013,16041
37,Other Hay/Non Alfalfa,8206.1,2013,16041
42,Dry Beans,72.3,2013,16041
43,Potatoes,628,2013,16041
53,Peas,66.9,2013,16041
59,Sod/Grass Seed,38.7,2013,16041
61,Fallow/Idle Cropland,12169.7,2013,16041
111,Open Water,2071.8,2013,16041
121,Developed/Open Space,10479.9,2013,16041
122,Developed/Low Intensity,1432.4,2013,16041
123,Developed/Medium Intensity,103,2013,16041
124,Developed/High Intensity,1.8,2013,16041
131,Barren,16.9,2013,16041
141,Deciduous Forest,57229.3,2013,16041
142,Evergreen Forest,50093.3,2013,16041
143,Mixed Forest,1352.8,2013,16041
152,Shrubland,173708.7,2013,16041
176,Grass/Pasture,25044.1,2013,16041
190,Woody Wetlands,2172.8,2013,16041
195,Herbaceous Wetlands,1189.6,2013,16041
205,Triticale,134.1,2013,16041
1,Corn,475.5,2013,16043
21,Barley,57195.7,2013,16043
22,Durum Wheat,40,2013,16043
23,Spring Wheat,32507.6,2013,16043
24,Winter Wheat,4751.7,2013,16043
28,Oats,396.1,2013,16043
31,Canola,1302.6,2013,16043
32,Flaxseed,199.3,2013,16043
33,Safflower,2.9,2013,16043
35,Mustard,564.2,2013,16043
36,Alfalfa,25780.7,2013,16043
37,Other Hay/Non Alfalfa,2091,2013,16043
38,Camelina,0.4,2013,16043
41,Sugarbeets,0.9,2013,16043
43,Potatoes,25248.5,2013,16043
53,Peas,781.5,2013,16043
59,Sod/Grass Seed,13.3,2013,16043
61,Fallow/Idle Cropland,3668.6,2013,16043
111,Open Water,16523.9,2013,16043
121,Developed/Open Space,10282.9,2013,16043
122,Developed/Low Intensity,1962.6,2013,16043
123,Developed/Medium Intensity,147,2013,16043
124,Developed/High Intensity,6,2013,16043
131,Barren,10377.6,2013,16043
141,Deciduous Forest,6709.9,2013,16043
142,Evergreen Forest,415111.6,2013,16043
143,Mixed Forest,47.6,2013,16043
152,Shrubland,540243.1,2013,16043
176,Grass/Pasture,31879.8,2013,16043
190,Woody Wetlands,9071,2013,16043
195,Herbaceous Wetlands,15766.9,2013,16043
205,Triticale,0.4,2013,16043
1,Corn,6193.7,2013,16045
4,Sorghum,0.9,2013,16045
12,Sweet Corn,71.6,2013,16045
13,Pop or Orn Corn,5.6,2013,16045
14,Mint,1.1,2013,16045
21,Barley,381,2013,16045
23,Spring Wheat,206.8,2013,16045
24,Winter Wheat,2566.7,2013,16045
27,Rye,5.8,2013,16045
28,Oats,137.9,2013,16045
36,Alfalfa,12996.7,2013,16045
37,Other Hay/Non Alfalfa,1977.8,2013,16045
38,Camelina,2,2013,16045
41,Sugarbeets,251.1,2013,16045
42,Dry Beans,161.5,2013,16045
43,Potatoes,50.5,2013,16045
44,Other Crops,149,2013,16045
47,Misc Vegs & Fruits,0.2,2013,16045
49,Onions,214.8,2013,16045
53,Peas,18.2,2013,16045
56,Hops,8.2,2013,16045
57,Herbs,244.6,2013,16045
58,Clover/Wildflowers,0.4,2013,16045
59,Sod/Grass Seed,13.6,2013,16045
61,Fallow/Idle Cropland,1315.2,2013,16045
66,Cherries,16.2,2013,16045
67,Peaches,20.9,2013,16045
68,Apples,51.6,2013,16045
69,Grapes,21.3,2013,16045
71,Other Tree Crops,0.2,2013,16045
111,Open Water,3338.4,2013,16045
121,Developed/Open Space,5863.7,2013,16045
122,Developed/Low Intensity,1374.4,2013,16045
123,Developed/Medium Intensity,157.2,2013,16045
124,Developed/High Intensity,4,2013,16045
131,Barren,15.1,2013,16045
141,Deciduous Forest,437.2,2013,16045
142,Evergreen Forest,50027,2013,16045
143,Mixed Forest,0.2,2013,16045
152,Shrubland,152714.8,2013,16045
176,Grass/Pasture,119315.4,2013,16045
190,Woody Wetlands,341.2,2013,16045
195,Herbaceous Wetlands,1202.7,2013,16045
205,Triticale,167.5,2013,16045
206,Carrots,4.2,2013,16045
216,Peppers,0.9,2013,16045
218,Nectarines,17.1,2013,16045
220,Plums,3.8,2013,16045
223,Apricots,9.3,2013,16045
225,Dbl Crop WinWht/Corn,1.8,2013,16045
227,Lettuce,1.3,2013,16045
246,Radishes,83,2013,16045
247,Turnips,17.3,2013,16045
1,Corn,51084.5,2013,16047
4,Sorghum,64.5,2013,16047
12,Sweet Corn,937.2,2013,16047
13,Pop or Orn Corn,0.2,2013,16047
21,Barley,1850.3,2013,16047
23,Spring Wheat,1907.5,2013,16047
24,Winter Wheat,5914.8,2013,16047
27,Rye,101.6,2013,16047
28,Oats,284.2,2013,16047
33,Safflower,1.8,2013,16047
36,Alfalfa,27069.4,2013,16047
37,Other Hay/Non Alfalfa,607.1,2013,16047
41,Sugarbeets,1944.8,2013,16047
42,Dry Beans,1344.6,2013,16047
43,Potatoes,7138.6,2013,16047
44,Other Crops,11.8,2013,16047
49,Onions,92.7,2013,16047
53,Peas,31.8,2013,16047
56,Hops,0.4,2013,16047
57,Herbs,4.4,2013,16047
61,Fallow/Idle Cropland,10710.7,2013,16047
69,Grapes,1.8,2013,16047
111,Open Water,2207,2013,16047
121,Developed/Open Space,10362.9,2013,16047
122,Developed/Low Intensity,3235,2013,16047
123,Developed/Medium Intensity,1299.2,2013,16047
124,Developed/High Intensity,146.8,2013,16047
131,Barren,1.6,2013,16047
142,Evergreen Forest,102.5,2013,16047
152,Shrubland,237191,2013,16047
176,Grass/Pasture,103211.1,2013,16047
190,Woody Wetlands,497.9,2013,16047
195,Herbaceous Wetlands,127.4,2013,16047
205,Triticale,157.7,2013,16047
206,Carrots,0.7,2013,16047
225,Dbl Crop WinWht/Corn,0.9,2013,16047
246,Radishes,0.2,2013,16047
247,Turnips,0.2,2013,16047
1,Corn,0.9,2013,16049
21,Barley,15473.1,2013,16049
23,Spring Wheat,22254.4,2013,16049
24,Winter Wheat,64313.9,2013,16049
28,Oats,2950.3,2013,16049
31,Canola,10147.6,2013,16049
32,Flaxseed,88.3,2013,16049
36,Alfalfa,11440.6,2013,16049
37,Other Hay/Non Alfalfa,34400,2013,16049
41,Sugarbeets,0.2,2013,16049
42,Dry Beans,1184.7,2013,16049
44,Other Crops,1.8,2013,16049
52,Lentils,40.7,2013,16049
53,Peas,1284.8,2013,16049
57,Herbs,10.7,2013,16049
58,Clover/Wildflowers,1.1,2013,16049
59,Sod/Grass Seed,411.7,2013,16049
61,Fallow/Idle Cropland,23241.8,2013,16049
111,Open Water,8853.3,2013,16049
112,Perennial Ice/Snow,164.3,2013,16049
121,Developed/Open Space,17606.5,2013,16049
122,Developed/Low Intensity,4149,2013,16049
123,Developed/Medium Intensity,827.5,2013,16049
124,Developed/High Intensity,47.1,2013,16049
131,Barren,108.8,2013,16049
141,Deciduous Forest,43.4,2013,16049
142,Evergreen Forest,4019771,2013,16049
143,Mixed Forest,629.4,2013,16049
152,Shrubland,714957,2013,16049
176,Grass/Pasture,486690.7,2013,16049
190,Woody Wetlands,233.3,2013,16049
195,Herbaceous Wetlands,112.5,2013,16049
205,Triticale,401.9,2013,16049
1,Corn,5679.7,2013,16051
21,Barley,59400.7,2013,16051
22,Durum Wheat,179.5,2013,16051
23,Spring Wheat,45145,2013,16051
24,Winter Wheat,4583.1,2013,16051
28,Oats,607.1,2013,16051
31,Canola,1161.8,2013,16051
32,Flaxseed,10.5,2013,16051
33,Safflower,20.2,2013,16051
35,Mustard,2.2,2013,16051
36,Alfalfa,91915,2013,16051
37,Other Hay/Non Alfalfa,5843,2013,16051
38,Camelina,0.2,2013,16051
41,Sugarbeets,9.1,2013,16051
42,Dry Beans,0.4,2013,16051
43,Potatoes,24230.1,2013,16051
53,Peas,498.8,2013,16051
59,Sod/Grass Seed,72.7,2013,16051
61,Fallow/Idle Cropland,11003.9,2013,16051
111,Open Water,6529.3,2013,16051
121,Developed/Open Space,18120.7,2013,16051
122,Developed/Low Intensity,3609.5,2013,16051
123,Developed/Medium Intensity,302.2,2013,16051
124,Developed/High Intensity,2.9,2013,16051
131,Barren,152.3,2013,16051
141,Deciduous Forest,111.9,2013,16051
142,Evergreen Forest,674.3,2013,16051
143,Mixed Forest,9.8,2013,16051
152,Shrubland,358312.7,2013,16051
176,Grass/Pasture,54980.6,2013,16051
190,Woody Wetlands,13931.5,2013,16051
195,Herbaceous Wetlands,474.6,2013,16051
205,Triticale,2.4,2013,16051
1,Corn,36270.8,2013,16053
4,Sorghum,0.9,2013,16053
12,Sweet Corn,1211.4,2013,16053
21,Barley,25083.2,2013,16053
22,Durum Wheat,5.6,2013,16053
23,Spring Wheat,3808.5,2013,16053
24,Winter Wheat,10608.7,2013,16053
27,Rye,8,2013,16053
28,Oats,837.5,2013,16053
33,Safflower,127.4,2013,16053
36,Alfalfa,40964.4,2013,16053
37,Other Hay/Non Alfalfa,2680.7,2013,16053
41,Sugarbeets,14358.7,2013,16053
42,Dry Beans,8781.7,2013,16053
43,Potatoes,10015.3,2013,16053
44,Other Crops,81.6,2013,16053
49,Onions,4,2013,16053
53,Peas,151.7,2013,16053
56,Hops,2.2,2013,16053
57,Herbs,0.9,2013,16053
59,Sod/Grass Seed,0.9,2013,16053
61,Fallow/Idle Cropland,6637.4,2013,16053
111,Open Water,1366.6,2013,16053
121,Developed/Open Space,19597.6,2013,16053
122,Developed/Low Intensity,3755.8,2013,16053
123,Developed/Medium Intensity,370.3,2013,16053
124,Developed/High Intensity,25.1,2013,16053
131,Barren,3.8,2013,16053
142,Evergreen Forest,5.6,2013,16053
152,Shrubland,46686.2,2013,16053
176,Grass/Pasture,151397.4,2013,16053
190,Woody Wetlands,65.6,2013,16053
195,Herbaceous Wetlands,9.1,2013,16053
205,Triticale,167.5,2013,16053
206,Carrots,42,2013,16053
225,Dbl Crop WinWht/Corn,64.9,2013,16053
1,Corn,0.9,2013,16055
21,Barley,1069.5,2013,16055
23,Spring Wheat,8980.1,2013,16055
24,Winter Wheat,13751.3,2013,16055
28,Oats,167.2,2013,16055
29,Millet,1.3,2013,16055
31,Canola,632.5,2013,16055
34,Rape Seed,0.2,2013,16055
35,Mustard,2.7,2013,16055
36,Alfalfa,4486.6,2013,16055
37,Other Hay/Non Alfalfa,10576.4,2013,16055
39,Buckwheat,358.1,2013,16055
42,Dry Beans,976.8,2013,16055
44,Other Crops,4.7,2013,16055
52,Lentils,2071.6,2013,16055
53,Peas,656.3,2013,16055
57,Herbs,417.4,2013,16055
58,Clover/Wildflowers,13.6,2013,16055
59,Sod/Grass Seed,4618.5,2013,16055
61,Fallow/Idle Cropland,1896.1,2013,16055
111,Open Water,43818.4,2013,16055
121,Developed/Open Space,15223.6,2013,16055
122,Developed/Low Intensity,20846.2,2013,16055
123,Developed/Medium Intensity,8172.1,2013,16055
124,Developed/High Intensity,783.3,2013,16055
131,Barren,24.2,2013,16055
141,Deciduous Forest,101.6,2013,16055
142,Evergreen Forest,562924.4,2013,16055
143,Mixed Forest,2.4,2013,16055
152,Shrubland,114386.2,2013,16055
176,Grass/Pasture,17424,2013,16055
190,Woody Wetlands,3829.9,2013,16055
195,Herbaceous Wetlands,3785.2,2013,16055
205,Triticale,36.5,2013,16055
21,Barley,17399,2013,16057
23,Spring Wheat,30229.7,2013,16057
24,Winter Wheat,70326.7,2013,16057
28,Oats,248,2013,16057
29,Millet,0.9,2013,16057
31,Canola,1421.5,2013,16057
34,Rape Seed,212.6,2013,16057
35,Mustard,132.8,2013,16057
36,Alfalfa,2308.5,2013,16057
37,Other Hay/Non Alfalfa,30582.2,2013,16057
39,Buckwheat,0.9,2013,16057
42,Dry Beans,32222.8,2013,16057
44,Other Crops,33.6,2013,16057
52,Lentils,10332.9,2013,16057
53,Peas,10142.5,2013,16057
57,Herbs,0.2,2013,16057
58,Clover/Wildflowers,366.5,2013,16057
59,Sod/Grass Seed,3006.8,2013,16057
61,Fallow/Idle Cropland,1740.5,2013,16057
111,Open Water,120.5,2013,16057
121,Developed/Open Space,14078,2013,16057
122,Developed/Low Intensity,3581.2,2013,16057
123,Developed/Medium Intensity,1235,2013,16057
124,Developed/High Intensity,127.4,2013,16057
131,Barren,1.1,2013,16057
141,Deciduous Forest,519.7,2013,16057
142,Evergreen Forest,330672.2,2013,16057
143,Mixed Forest,26.9,2013,16057
152,Shrubland,105487.1,2013,16057
176,Grass/Pasture,22312.6,2013,16057
190,Woody Wetlands,64.5,2013,16057
195,Herbaceous Wetlands,152.8,2013,16057
205,Triticale,34.2,2013,16057
1,Corn,0.2,2013,16059
21,Barley,215.7,2013,16059
23,Spring Wheat,416.1,2013,16059
24,Winter Wheat,1.6,2013,16059
28,Oats,141.4,2013,16059
36,Alfalfa,14524.4,2013,16059
37,Other Hay/Non Alfalfa,7356.4,2013,16059
42,Dry Beans,0.7,2013,16059
43,Potatoes,129.9,2013,16059
53,Peas,86.7,2013,16059
61,Fallow/Idle Cropland,562.2,2013,16059
111,Open Water,1239.2,2013,16059
112,Perennial Ice/Snow,212.6,2013,16059
121,Developed/Open Space,11332.6,2013,16059
122,Developed/Low Intensity,6613.6,2013,16059
123,Developed/Medium Intensity,1660.4,2013,16059
124,Developed/High Intensity,73.4,2013,16059
131,Barren,46490.3,2013,16059
141,Deciduous Forest,0.9,2013,16059
142,Evergreen Forest,1365460.7,2013,16059
143,Mixed Forest,73.8,2013,16059
152,Shrubland,893387.1,2013,16059
176,Grass/Pasture,568643.8,2013,16059
190,Woody Wetlands,3607.5,2013,16059
195,Herbaceous Wetlands,2269.5,2013,16059
205,Triticale,0.2,2013,16059
1,Corn,1.3,2013,16061
21,Barley,12040.9,2013,16061
23,Spring Wheat,15528.7,2013,16061
24,Winter Wheat,73870.8,2013,16061
28,Oats,1402,2013,16061
29,Millet,139.4,2013,16061
31,Canola,11269.8,2013,16061
32,Flaxseed,4.9,2013,16061
34,Rape Seed,4.9,2013,16061
35,Mustard,1.1,2013,16061
36,Alfalfa,5251.4,2013,16061
37,Other Hay/Non Alfalfa,7928.1,2013,16061
42,Dry Beans,6839.1,2013,16061
44,Other Crops,217.3,2013,16061
52,Lentils,495.5,2013,16061
53,Peas,9383.1,2013,16061
57,Herbs,2.9,2013,16061
58,Clover/Wildflowers,61.2,2013,16061
59,Sod/Grass Seed,1224.7,2013,16061
61,Fallow/Idle Cropland,5165.8,2013,16061
111,Open Water,421.9,2013,16061
121,Developed/Open Space,7568.8,2013,16061
122,Developed/Low Intensity,699.7,2013,16061
123,Developed/Medium Intensity,150.6,2013,16061
124,Developed/High Intensity,10.5,2013,16061
131,Barren,1.8,2013,16061
141,Deciduous Forest,12,2013,16061
142,Evergreen Forest,68342.3,2013,16061
143,Mixed Forest,1.3,2013,16061
152,Shrubland,19518.7,2013,16061
176,Grass/Pasture,59569.5,2013,16061
190,Woody Wetlands,12.7,2013,16061
195,Herbaceous Wetlands,16.9,2013,16061
205,Triticale,4,2013,16061
1,Corn,10447.7,2013,16063
12,Sweet Corn,163.7,2013,16063
21,Barley,7509.2,2013,16063
22,Durum Wheat,0.7,2013,16063
23,Spring Wheat,3476.3,2013,16063
